age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
37,blue-collar,married,primary,no,3574,yes,no,cellular,19,nov,178,1,170,2,failure
31,services,single,secondary,no,181,no,no,cellular,30,apr,325,1,-1,0,unknown
24,student,single,secondary,no,125,no,no,cellular,11,aug,477,1,-1,0,unknown
37,management,married,tertiary,no,489,yes,yes,cellular,20,apr,12,2,-1,0,unknown
30,technician,divorced,secondary,no,789,yes,no,cellular,12,may,356,1,-1,0,unknown
33,services,married,secondary,no,204,yes,yes,cellular,12,may,142,2,357,3,failure
32,management,single,tertiary,no,813,no,no,cellular,28,aug,114,7,-1,0,unknown
52,management,divorced,tertiary,no,-297,yes,no,unknown,20,jun,11,21,-1,0,unknown
33,management,married,tertiary,no,23,yes,yes,cellular,6,feb,150,1,-1,0,unknown
48,admin.,divorced,secondary,no,162,yes,no,cellular,12,may,83,1,368,4,failure
41,self-employed,single,tertiary,no,10346,no,no,cellular,14,dec,352,1,182,3,success
42,blue-collar,married,secondary,no,3213,no,no,telephone,28,oct,172,1,-1,0,unknown
56,retired,married,tertiary,no,839,no,yes,cellular,18,nov,630,1,187,2,other
44,blue-collar,single,primary,no,343,yes,yes,cellular,18,may,19,7,-1,0,unknown
31,blue-collar,married,secondary,no,1981,yes,no,cellular,22,jul,437,2,-1,0,unknown
34,blue-collar,married,secondary,no,3778,yes,no,telephone,13,may,259,3,-1,0,unknown
39,management,single,tertiary,no,1428,yes,no,cellular,6,may,278,1,-1,0,unknown
36,blue-collar,single,primary,no,1313,yes,no,unknown,20,jun,8,10,-1,0,unknown
53,technician,married,secondary,no,2818,yes,no,cellular,19,nov,131,1,126,7,failure
39,blue-collar,married,primary,no,275,yes,no,unknown,16,jun,189,2,-1,0,unknown
34,management,married,tertiary,no,714,yes,no,cellular,31,jul,8,27,-1,0,unknown
48,blue-collar,married,primary,no,134,yes,no,unknown,28,may,315,2,-1,0,unknown
49,technician,married,secondary,no,2497,yes,no,unknown,29,may,99,1,-1,0,unknown
26,admin.,single,secondary,no,766,no,no,cellular,15,oct,457,2,-1,0,unknown
37,technician,single,tertiary,no,0,no,no,unknown,1,jul,1135,2,-1,0,unknown
46,blue-collar,married,primary,no,596,yes,no,unknown,3,jun,404,13,-1,0,unknown
51,housemaid,married,secondary,no,294,no,no,cellular,20,nov,640,1,-1,0,unknown
21,services,single,secondary,no,361,no,no,telephone,5,jun,329,1,95,1,other
57,retired,single,secondary,no,1640,no,yes,unknown,6,may,204,4,-1,0,unknown
37,management,divorced,tertiary,no,0,yes,no,cellular,11,may,217,6,-1,0,unknown
54,technician,divorced,secondary,no,258,no,no,cellular,3,feb,294,3,-1,0,unknown
24,technician,single,tertiary,no,1954,yes,yes,unknown,27,may,78,1,-1,0,unknown
37,management,married,tertiary,no,0,no,no,cellular,24,nov,187,2,-1,0,unknown
56,retired,married,secondary,no,334,no,no,cellular,21,jul,101,1,-1,0,unknown
34,management,single,tertiary,no,1612,no,no,cellular,27,aug,108,22,-1,0,unknown
45,services,single,secondary,no,1757,yes,no,cellular,20,apr,1010,3,326,1,other
23,blue-collar,single,primary,no,3198,yes,no,cellular,15,may,224,1,352,2,failure
57,self-employed,married,primary,no,-34,yes,yes,cellular,11,may,108,6,371,2,failure
54,services,married,unknown,no,386,no,yes,unknown,20,jun,838,1,-1,0,unknown
23,services,single,tertiary,no,363,yes,no,unknown,30,may,16,18,-1,0,unknown
29,admin.,single,secondary,no,25,yes,no,cellular,14,may,244,1,343,2,failure
37,admin.,married,secondary,no,1026,yes,no,unknown,13,may,389,2,-1,0,unknown
46,management,married,secondary,no,1363,yes,yes,cellular,7,may,60,4,-1,0,unknown
41,technician,married,secondary,no,0,no,no,cellular,28,jan,411,2,156,8,other
42,technician,married,tertiary,no,446,no,no,cellular,6,aug,286,3,-1,0,unknown
42,housemaid,single,secondary,no,578,no,no,telephone,28,jan,44,1,-1,0,unknown
29,management,single,tertiary,no,36252,yes,no,cellular,30,apr,501,1,-1,0,unknown
35,blue-collar,married,secondary,no,274,yes,yes,unknown,20,may,205,1,-1,0,unknown
37,blue-collar,married,secondary,no,5334,no,no,unknown,6,jun,58,1,-1,0,unknown
40,admin.,single,unknown,no,358,yes,no,unknown,2,jun,350,1,-1,0,unknown
31,admin.,single,tertiary,no,117,yes,no,cellular,25,may,77,1,-1,0,unknown
46,management,divorced,tertiary,no,743,no,no,unknown,5,jun,36,2,-1,0,unknown
58,blue-collar,married,secondary,no,343,yes,no,unknown,26,may,265,4,-1,0,unknown
34,management,married,tertiary,no,303,yes,no,cellular,18,jul,226,2,-1,0,unknown
53,management,married,primary,no,351,yes,no,unknown,27,may,0,4,-1,0,unknown
47,technician,married,secondary,no,335,no,no,cellular,4,may,417,1,76,1,success
26,management,single,tertiary,no,194,no,no,cellular,22,apr,407,2,-1,0,unknown
42,blue-collar,married,primary,no,402,no,no,cellular,13,may,31,7,330,17,failure
51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,342,3,failure
54,technician,married,secondary,no,273,yes,no,cellular,30,jul,55,3,-1,0,unknown
51,blue-collar,divorced,primary,no,83,yes,no,unknown,16,may,24,4,-1,0,unknown
38,technician,married,secondary,no,299,no,no,cellular,22,aug,200,1,-1,0,unknown
30,blue-collar,married,secondary,no,365,no,no,unknown,1,jul,381,4,-1,0,unknown
36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure
24,student,single,secondary,no,228,no,no,cellular,2,jun,154,1,-1,0,unknown
37,technician,married,secondary,no,261,no,no,cellular,29,aug,301,4,-1,0,unknown
34,blue-collar,married,secondary,no,2076,yes,no,cellular,20,apr,257,1,-1,0,unknown
38,services,married,secondary,no,5293,yes,no,cellular,21,nov,1199,3,155,3,other
45,blue-collar,married,primary,no,147,yes,no,unknown,3,jun,478,2,-1,0,unknown
37,blue-collar,married,primary,no,704,no,no,unknown,18,jun,165,7,-1,0,unknown
45,blue-collar,married,primary,no,900,yes,no,unknown,9,jun,213,1,-1,0,unknown
43,blue-collar,married,unknown,no,117,yes,no,telephone,28,jan,170,2,240,1,other
30,services,single,primary,no,6,yes,yes,cellular,9,jul,102,1,-1,0,unknown
38,technician,married,secondary,no,508,yes,no,cellular,18,nov,722,3,175,2,failure
35,unemployed,single,tertiary,no,415,no,no,cellular,4,may,164,2,89,2,success
32,admin.,single,tertiary,no,2004,no,no,cellular,2,feb,141,1,75,1,failure
31,student,single,secondary,no,334,yes,no,cellular,5,feb,195,4,233,2,other
49,housemaid,married,primary,no,935,no,yes,unknown,1,jul,150,1,-1,0,unknown
40,technician,married,secondary,no,5811,yes,no,cellular,18,nov,172,1,-1,0,unknown
37,management,single,tertiary,no,698,no,no,cellular,8,sep,1081,2,-1,0,unknown
30,technician,single,secondary,no,513,yes,no,cellular,20,apr,241,1,-1,0,unknown
44,blue-collar,married,primary,no,67,yes,no,unknown,6,may,220,2,-1,0,unknown
42,blue-collar,married,secondary,no,376,yes,no,unknown,8,may,15,1,-1,0,unknown
33,technician,divorced,secondary,no,3,no,no,cellular,4,feb,222,1,-1,0,unknown
50,unemployed,single,secondary,no,2668,no,no,telephone,17,nov,1606,1,-1,0,unknown
42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other
43,services,divorced,unknown,no,159,no,no,unknown,16,jun,112,4,-1,0,unknown
35,technician,married,tertiary,no,358,no,no,cellular,29,aug,92,9,-1,0,unknown
50,blue-collar,divorced,secondary,no,2725,no,no,cellular,31,jul,71,4,-1,0,unknown
28,services,single,secondary,no,198,no,no,cellular,7,jul,159,1,-1,0,unknown
33,technician,married,secondary,no,5083,no,no,cellular,12,apr,175,1,-1,0,unknown
56,retired,divorced,primary,no,48,yes,no,cellular,14,may,132,2,-1,0,unknown
58,entrepreneur,married,tertiary,yes,0,no,yes,cellular,25,jul,138,4,-1,0,unknown
34,admin.,married,secondary,no,2984,yes,no,cellular,20,apr,11,3,-1,0,unknown
34,blue-collar,married,secondary,no,243,yes,no,unknown,5,may,291,1,-1,0,unknown
26,admin.,single,secondary,no,1348,no,no,cellular,30,jan,103,1,-1,0,unknown
35,blue-collar,married,secondary,no,3015,yes,no,unknown,9,jun,753,2,-1,0,unknown
59,self-employed,married,tertiary,no,3800,no,yes,cellular,9,jul,70,1,-1,0,unknown
40,admin.,divorced,secondary,no,952,yes,no,cellular,15,may,126,2,333,1,failure
56,management,divorced,tertiary,no,-676,yes,yes,unknown,27,may,181,1,-1,0,unknown
35,management,single,tertiary,no,1162,no,no,cellular,30,apr,175,1,-1,0,unknown
38,management,married,tertiary,no,0,yes,no,telephone,20,nov,25,2,-1,0,unknown
48,services,married,secondary,no,300,no,yes,cellular,16,jul,52,8,-1,0,unknown
38,technician,married,secondary,no,0,yes,no,cellular,22,jul,1545,1,-1,0,unknown
49,technician,married,secondary,no,775,yes,no,unknown,16,jun,135,1,-1,0,unknown
26,technician,single,secondary,no,3519,yes,no,cellular,18,may,283,1,-1,0,unknown
61,retired,married,secondary,no,86,no,no,cellular,23,oct,149,1,-1,0,unknown
42,self-employed,married,tertiary,no,753,no,no,unknown,17,jun,31,1,-1,0,unknown
55,self-employed,married,secondary,no,181,no,no,cellular,4,aug,68,1,-1,0,unknown
28,student,single,secondary,no,378,yes,no,cellular,17,apr,346,1,-1,0,unknown
32,entrepreneur,married,tertiary,no,0,yes,no,cellular,7,may,388,2,349,2,failure
26,services,single,secondary,no,512,yes,yes,cellular,30,jan,206,5,239,3,failure
36,services,married,secondary,no,-11,yes,no,cellular,30,jul,172,28,-1,0,unknown
56,self-employed,divorced,tertiary,no,966,yes,no,cellular,11,may,505,2,-1,0,unknown
36,blue-collar,divorced,secondary,no,2843,no,no,cellular,12,feb,473,1,182,1,success
53,blue-collar,married,secondary,no,-108,yes,no,cellular,12,may,11,12,175,3,other
57,management,married,tertiary,no,1636,no,no,cellular,17,nov,123,1,-1,0,unknown
30,technician,single,secondary,yes,1,no,no,cellular,7,aug,407,4,-1,0,unknown
36,admin.,married,secondary,no,998,yes,no,unknown,14,may,1044,2,-1,0,unknown
57,management,married,tertiary,no,163,no,no,cellular,6,aug,83,3,-1,0,unknown
49,management,divorced,tertiary,no,178,no,no,cellular,6,aug,174,2,-1,0,unknown
42,blue-collar,married,secondary,no,3168,yes,no,cellular,8,apr,764,2,-1,0,unknown
37,management,married,tertiary,no,630,no,no,cellular,30,apr,315,1,87,1,success
35,management,single,tertiary,no,1902,no,no,cellular,19,nov,188,5,-1,0,unknown
51,management,married,primary,no,192,no,no,unknown,18,jun,129,3,-1,0,unknown
58,self-employed,married,secondary,no,0,yes,no,telephone,3,feb,702,3,264,9,failure
27,blue-collar,single,secondary,no,137,no,yes,cellular,25,jul,359,1,-1,0,unknown
41,blue-collar,divorced,primary,no,138,yes,no,cellular,18,jul,640,3,-1,0,unknown
50,services,married,secondary,no,-682,yes,no,cellular,11,jul,479,2,-1,0,unknown
58,management,married,tertiary,no,211,no,no,unknown,7,may,103,2,-1,0,unknown
34,blue-collar,married,secondary,no,2700,yes,no,unknown,20,may,446,2,-1,0,unknown
35,services,married,secondary,no,456,yes,yes,unknown,2,jun,100,4,-1,0,unknown
37,technician,divorced,secondary,no,531,no,no,unknown,17,jun,150,7,-1,0,unknown
38,management,married,tertiary,no,5432,yes,yes,cellular,19,nov,408,1,183,1,failure
59,management,married,tertiary,no,2319,yes,no,unknown,15,may,132,32,-1,0,unknown
45,technician,married,secondary,no,1998,no,no,cellular,4,may,237,5,-1,0,unknown
50,technician,married,primary,no,570,no,no,unknown,20,jun,21,3,-1,0,unknown
42,management,married,tertiary,no,27696,no,no,cellular,11,aug,370,1,91,7,success
27,blue-collar,single,secondary,yes,-2,yes,yes,unknown,14,may,123,5,-1,0,unknown
49,management,married,tertiary,no,865,no,no,cellular,28,jan,280,1,-1,0,unknown
31,management,single,tertiary,no,574,yes,no,cellular,16,jul,410,2,-1,0,unknown
44,blue-collar,married,secondary,no,1340,yes,no,unknown,13,may,244,1,-1,0,unknown
33,management,married,tertiary,no,26721,no,no,cellular,5,feb,435,3,-1,0,unknown
41,admin.,married,secondary,no,1380,yes,no,cellular,17,apr,65,1,333,1,failure
39,technician,married,secondary,no,3494,yes,no,cellular,19,nov,139,1,92,4,failure
35,management,married,tertiary,no,1510,yes,no,unknown,9,may,61,1,-1,0,unknown
33,admin.,divorced,secondary,no,1,no,no,cellular,28,jan,119,2,-1,0,unknown
36,admin.,single,secondary,no,133,no,no,cellular,30,jan,632,3,228,14,other
47,blue-collar,married,primary,no,254,no,yes,cellular,8,aug,492,3,-1,0,unknown
41,self-employed,married,secondary,no,2812,yes,no,unknown,3,jun,447,1,-1,0,unknown
29,services,single,secondary,no,703,yes,no,unknown,7,may,129,5,-1,0,unknown
52,technician,married,secondary,no,-1076,yes,no,cellular,31,jul,58,2,-1,0,unknown
30,blue-collar,single,primary,no,0,yes,no,cellular,20,nov,1329,2,-1,0,unknown
57,admin.,married,primary,no,389,no,no,cellular,9,jul,108,2,-1,0,unknown
39,services,single,secondary,no,2453,no,no,unknown,19,jun,92,2,-1,0,unknown
28,blue-collar,single,tertiary,no,4099,no,no,cellular,23,apr,116,4,-1,0,unknown
30,management,married,tertiary,no,102,yes,no,cellular,5,apr,470,7,426,3,other
39,blue-collar,married,primary,no,1397,yes,no,unknown,12,jun,10,1,-1,0,unknown
36,management,married,primary,no,22856,no,no,unknown,9,jun,1098,1,-1,0,unknown
52,technician,married,secondary,no,1815,no,no,cellular,6,aug,131,3,-1,0,unknown
59,retired,married,secondary,no,1035,yes,yes,cellular,5,aug,223,1,-1,0,unknown
57,technician,married,tertiary,no,-1,no,no,unknown,14,may,850,2,-1,0,unknown
50,management,divorced,tertiary,no,30,no,no,cellular,20,aug,76,2,-1,0,unknown
50,blue-collar,divorced,secondary,no,571,yes,no,unknown,2,jun,88,4,-1,0,unknown
31,services,divorced,secondary,no,1016,yes,no,cellular,6,may,20,1,342,1,failure
35,management,married,tertiary,no,5057,yes,no,unknown,4,jun,193,10,-1,0,unknown
44,services,single,secondary,no,-389,yes,no,unknown,30,may,207,4,-1,0,unknown
46,unemployed,divorced,secondary,yes,22,no,no,cellular,6,feb,8,10,-1,0,unknown
33,technician,single,tertiary,no,1190,yes,no,cellular,17,apr,50,2,252,4,failure
41,admin.,married,secondary,no,-18,yes,yes,unknown,2,jun,83,6,-1,0,unknown
51,management,divorced,tertiary,no,492,no,yes,cellular,29,jul,54,7,-1,0,unknown
32,blue-collar,single,secondary,no,116,no,no,unknown,14,may,392,1,-1,0,unknown
44,management,married,tertiary,no,756,yes,no,cellular,18,nov,65,1,130,2,failure
59,unemployed,single,primary,no,7724,no,no,cellular,21,nov,373,3,-1,0,unknown
58,housemaid,married,primary,no,5278,yes,no,unknown,4,jun,763,4,-1,0,unknown
25,management,single,tertiary,no,295,no,no,cellular,5,jun,169,1,-1,0,unknown
26,blue-collar,single,secondary,no,341,no,no,cellular,18,jul,225,2,-1,0,unknown
47,technician,married,secondary,no,-938,yes,no,unknown,28,may,176,2,-1,0,unknown
44,blue-collar,married,primary,no,-312,yes,no,unknown,20,jun,22,3,-1,0,unknown
48,blue-collar,married,secondary,no,5241,yes,no,unknown,29,may,158,1,-1,0,unknown
28,management,single,tertiary,no,5549,no,no,cellular,28,jul,383,6,-1,0,unknown
38,technician,married,secondary,no,1442,yes,no,cellular,3,jun,113,1,119,1,failure
27,technician,single,secondary,no,357,yes,no,unknown,29,may,382,3,-1,0,unknown
35,technician,married,secondary,no,0,no,no,cellular,27,aug,106,4,-1,0,unknown
44,unemployed,married,secondary,no,2756,no,no,cellular,30,mar,57,4,-1,0,unknown
49,blue-collar,married,primary,yes,-354,no,yes,cellular,7,jul,455,1,-1,0,unknown
27,student,single,secondary,no,1177,no,no,cellular,3,mar,133,1,-1,0,unknown
33,technician,married,secondary,no,484,yes,no,cellular,16,aug,205,3,182,9,success
32,technician,single,tertiary,no,-311,no,no,cellular,18,nov,218,2,-1,0,unknown
29,admin.,single,secondary,no,11,no,no,unknown,27,jun,326,1,-1,0,unknown
39,technician,married,secondary,no,-709,yes,no,cellular,25,jul,311,6,-1,0,unknown
29,blue-collar,married,secondary,no,-565,yes,no,unknown,18,jun,164,3,-1,0,unknown
54,self-employed,married,tertiary,no,1510,no,no,telephone,5,jun,800,2,-1,0,unknown
57,services,divorced,primary,no,2225,yes,no,cellular,18,may,8,4,-1,0,unknown
39,blue-collar,married,secondary,no,1386,yes,yes,unknown,4,jun,193,2,-1,0,unknown
31,technician,married,secondary,no,0,yes,no,cellular,17,nov,326,2,-1,0,unknown
39,admin.,married,secondary,no,0,no,no,telephone,12,may,256,4,-1,0,unknown
47,blue-collar,married,secondary,no,480,no,no,unknown,20,jun,9,6,-1,0,unknown
24,management,single,tertiary,no,66,yes,no,unknown,26,may,109,2,-1,0,unknown
37,technician,married,secondary,no,474,yes,no,cellular,14,apr,85,1,322,1,failure
54,blue-collar,single,unknown,no,1555,yes,no,telephone,30,jan,258,5,248,2,failure
26,self-employed,single,tertiary,no,657,no,yes,cellular,17,mar,159,2,-1,0,unknown
50,blue-collar,married,secondary,no,-253,no,no,unknown,25,jun,43,1,-1,0,unknown
36,entrepreneur,married,unknown,no,298,yes,no,unknown,8,may,215,1,-1,0,unknown
29,blue-collar,married,primary,no,787,yes,no,cellular,24,jul,257,2,-1,0,unknown
42,blue-collar,married,secondary,no,130,no,no,unknown,2,jun,180,3,-1,0,unknown
34,self-employed,single,secondary,no,1261,yes,no,cellular,9,apr,169,2,-1,0,unknown
37,blue-collar,married,secondary,no,1736,no,yes,unknown,18,jun,66,1,-1,0,unknown
34,management,married,tertiary,no,2611,no,no,cellular,7,aug,235,8,-1,0,unknown
32,technician,single,tertiary,no,127,no,no,cellular,5,aug,168,3,-1,0,unknown
51,self-employed,married,secondary,no,383,yes,no,cellular,20,apr,164,1,-1,0,unknown
37,admin.,married,secondary,no,1314,yes,no,cellular,22,may,74,1,14,9,failure
27,services,married,secondary,no,199,no,no,cellular,4,feb,108,2,195,6,failure
59,technician,married,secondary,no,283,no,no,cellular,25,aug,272,4,-1,0,unknown
41,unemployed,married,primary,no,819,no,no,cellular,9,feb,244,3,-1,0,unknown
32,services,single,secondary,no,6857,no,no,cellular,2,feb,216,1,-1,0,unknown
44,technician,married,secondary,no,111,yes,yes,cellular,25,jul,356,3,-1,0,unknown
41,technician,married,secondary,no,225,yes,yes,unknown,8,may,63,2,-1,0,unknown
40,admin.,married,secondary,no,2,yes,no,unknown,16,may,29,1,-1,0,unknown
29,blue-collar,married,secondary,no,-478,no,yes,cellular,8,jul,528,2,-1,0,unknown
45,management,married,tertiary,no,1529,no,no,cellular,30,jun,160,1,-1,0,unknown
29,self-employed,single,tertiary,no,814,no,no,unknown,13,aug,461,1,-1,0,unknown
53,entrepreneur,single,unknown,no,717,no,no,cellular,30,jul,594,2,-1,0,unknown
28,technician,single,secondary,no,113,no,no,cellular,30,apr,108,1,-1,0,unknown
42,management,married,tertiary,no,2,yes,yes,telephone,4,may,336,9,-1,0,unknown
47,technician,married,secondary,no,0,no,no,cellular,19,aug,210,2,-1,0,unknown
42,blue-collar,married,primary,no,-119,yes,no,cellular,22,jul,167,3,-1,0,unknown
34,admin.,married,secondary,no,395,yes,no,cellular,14,apr,258,8,-1,0,unknown
41,management,married,tertiary,no,-29,no,no,cellular,29,jan,41,2,266,2,failure
49,admin.,married,secondary,no,3608,yes,no,cellular,30,apr,252,1,168,1,success
37,blue-collar,single,primary,no,147,no,no,cellular,28,jul,192,19,-1,0,unknown
34,services,single,secondary,no,418,yes,no,cellular,22,jul,247,1,-1,0,unknown
49,blue-collar,single,secondary,no,-195,yes,no,cellular,11,jul,64,2,-1,0,unknown
52,management,married,secondary,no,3369,no,no,cellular,7,jul,196,2,-1,0,unknown
25,management,single,tertiary,no,565,yes,no,cellular,9,apr,175,1,-1,0,unknown
36,admin.,single,secondary,no,281,no,no,cellular,9,jul,225,2,-1,0,unknown
56,technician,divorced,tertiary,no,401,yes,no,telephone,20,nov,26,1,-1,0,unknown
41,management,divorced,tertiary,yes,-68,yes,yes,cellular,25,aug,463,22,-1,0,unknown
38,management,married,tertiary,no,93,yes,no,cellular,25,may,74,1,272,4,failure
43,blue-collar,divorced,primary,no,328,no,yes,cellular,8,jul,192,1,-1,0,unknown
51,self-employed,single,secondary,no,0,no,no,cellular,29,oct,1707,2,-1,0,unknown
32,blue-collar,single,secondary,no,2696,yes,no,cellular,20,nov,564,2,183,1,failure
51,blue-collar,married,primary,no,507,yes,no,cellular,8,aug,85,2,-1,0,unknown
32,blue-collar,single,secondary,no,567,yes,no,cellular,7,may,275,2,342,4,other
50,blue-collar,divorced,secondary,no,-441,yes,no,cellular,8,may,203,2,-1,0,unknown
35,self-employed,married,tertiary,no,980,no,no,cellular,2,aug,428,2,336,6,failure
57,technician,married,secondary,no,0,no,no,cellular,29,jul,109,2,-1,0,unknown
43,blue-collar,married,primary,no,487,yes,no,unknown,7,may,548,2,-1,0,unknown
38,management,married,tertiary,no,1308,yes,no,cellular,2,feb,626,1,-1,0,unknown
57,retired,married,secondary,no,1044,no,no,telephone,11,jan,585,1,192,2,success
44,management,single,tertiary,no,639,no,no,cellular,27,aug,69,12,-1,0,unknown
47,blue-collar,married,secondary,no,303,no,no,unknown,11,jun,261,1,-1,0,unknown
47,management,single,tertiary,no,551,no,no,cellular,29,oct,124,1,-1,0,unknown
46,housemaid,married,unknown,no,1035,no,no,unknown,16,jun,703,1,-1,0,unknown
42,management,married,secondary,no,-189,yes,no,unknown,12,may,247,2,-1,0,unknown
64,retired,divorced,primary,no,315,no,no,cellular,17,feb,154,1,-1,0,unknown
30,blue-collar,married,primary,no,-336,no,no,cellular,10,jul,128,6,-1,0,unknown
42,technician,married,secondary,no,-887,no,no,unknown,2,jun,349,4,-1,0,unknown
46,technician,married,secondary,no,1167,yes,no,cellular,21,nov,1540,2,-1,0,unknown
54,management,married,secondary,no,-133,yes,no,cellular,17,apr,76,1,343,2,failure
55,management,married,unknown,no,0,no,no,unknown,5,jun,353,2,-1,0,unknown
57,admin.,divorced,primary,no,987,no,no,unknown,16,jun,295,2,-1,0,unknown
48,services,married,secondary,no,2877,yes,no,cellular,18,nov,77,1,168,1,failure
54,management,married,secondary,no,4816,no,yes,cellular,9,jul,406,1,-1,0,unknown
30,technician,single,secondary,no,62,yes,no,telephone,3,feb,678,2,252,1,other
26,technician,single,tertiary,no,8839,yes,no,unknown,29,may,932,3,-1,0,unknown
59,unemployed,divorced,secondary,no,7469,no,no,cellular,15,oct,68,1,-1,0,unknown
50,technician,married,primary,no,-315,no,yes,cellular,21,nov,61,7,136,1,failure
47,admin.,married,primary,no,31,yes,no,cellular,6,may,50,1,356,1,failure
58,management,married,tertiary,no,2360,no,no,unknown,15,may,177,3,-1,0,unknown
39,technician,married,secondary,no,501,no,no,unknown,26,may,289,1,-1,0,unknown
31,blue-collar,single,secondary,no,953,yes,no,cellular,14,may,479,1,346,2,success
52,retired,single,secondary,no,316,no,no,cellular,12,may,463,3,-1,0,unknown
39,technician,married,secondary,no,694,yes,no,cellular,23,jul,413,5,-1,0,unknown
32,services,married,secondary,no,1066,yes,no,cellular,5,feb,150,1,262,9,failure
60,management,divorced,primary,no,21,no,yes,telephone,14,jul,113,3,-1,0,unknown
28,services,single,secondary,no,1950,no,no,cellular,9,jul,147,1,-1,0,unknown
52,management,married,tertiary,no,1177,yes,no,unknown,29,may,473,1,-1,0,unknown
46,admin.,single,unknown,yes,0,no,no,unknown,23,may,378,2,-1,0,unknown
34,admin.,married,secondary,no,48,yes,no,cellular,7,may,1806,2,287,3,other
33,admin.,single,tertiary,no,272,yes,no,cellular,1,sep,293,2,92,3,success
54,management,single,tertiary,no,0,no,no,telephone,5,jun,133,4,-1,0,unknown
40,housemaid,divorced,secondary,no,1194,yes,no,cellular,12,may,517,1,173,2,failure
41,services,divorced,secondary,yes,-198,no,yes,unknown,14,may,133,1,-1,0,unknown
31,technician,single,secondary,no,754,no,no,cellular,7,aug,145,2,-1,0,unknown
37,unemployed,divorced,secondary,no,74,yes,no,cellular,6,feb,120,1,275,1,failure
28,admin.,single,secondary,no,419,yes,no,unknown,28,may,158,2,-1,0,unknown
38,blue-collar,married,secondary,no,213,yes,no,unknown,16,jun,270,15,-1,0,unknown
47,student,single,unknown,no,107,no,no,telephone,15,jul,119,8,-1,0,unknown
26,blue-collar,single,primary,no,3342,yes,no,unknown,4,jun,329,4,-1,0,unknown
52,housemaid,married,secondary,no,1752,no,yes,telephone,21,nov,346,4,123,8,failure
45,services,married,secondary,no,462,yes,no,cellular,11,may,65,2,-1,0,unknown
37,admin.,married,secondary,no,0,yes,no,unknown,20,jun,26,6,-1,0,unknown
55,technician,married,tertiary,no,11,no,no,cellular,21,aug,588,2,-1,0,unknown
36,admin.,married,secondary,no,854,yes,no,cellular,2,feb,130,1,-1,0,unknown
45,technician,married,secondary,no,-374,no,yes,cellular,18,aug,149,5,-1,0,unknown
51,blue-collar,married,secondary,no,-355,yes,yes,cellular,17,nov,122,2,-1,0,unknown
39,self-employed,married,tertiary,no,1492,yes,no,cellular,30,jan,227,1,189,1,failure
34,management,married,tertiary,no,0,no,no,cellular,22,apr,176,1,-1,0,unknown
35,management,divorced,tertiary,no,366,yes,no,telephone,29,jul,480,9,-1,0,unknown
32,services,single,secondary,no,-408,yes,no,unknown,23,may,253,2,-1,0,unknown
51,management,married,secondary,no,441,yes,no,cellular,7,may,189,2,167,2,other
57,technician,married,primary,no,0,no,no,unknown,5,may,98,1,-1,0,unknown
28,admin.,married,secondary,no,1595,no,no,cellular,9,sep,268,1,254,4,success
35,self-employed,single,secondary,no,250,no,no,unknown,20,jun,170,1,-1,0,unknown
43,unemployed,married,primary,no,9262,yes,no,cellular,6,may,45,1,-1,0,unknown
26,services,married,secondary,no,682,yes,yes,unknown,5,jun,166,2,-1,0,unknown
29,management,single,tertiary,no,0,yes,no,unknown,28,may,112,7,-1,0,unknown
52,technician,married,secondary,no,230,yes,yes,cellular,21,nov,89,4,-1,0,unknown
41,technician,single,secondary,no,650,yes,no,cellular,20,nov,2420,3,-1,0,unknown
34,management,single,tertiary,no,436,no,no,cellular,26,aug,312,2,-1,0,unknown
20,student,single,secondary,no,1191,no,no,cellular,12,feb,274,1,-1,0,unknown
39,blue-collar,single,secondary,no,-480,yes,yes,cellular,2,feb,147,2,252,3,other
80,retired,married,secondary,no,8304,no,no,telephone,6,apr,681,1,118,11,success
32,technician,single,secondary,no,337,yes,no,cellular,29,jan,213,2,261,1,other
45,technician,married,secondary,no,3395,yes,no,unknown,14,may,215,1,-1,0,unknown
35,services,married,secondary,no,372,yes,no,cellular,11,jul,230,1,-1,0,unknown
56,services,married,secondary,no,22196,yes,no,cellular,21,nov,189,1,-1,0,unknown
40,management,married,tertiary,no,24450,no,no,cellular,25,aug,73,2,-1,0,unknown
36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1723,1,356,2,success
32,blue-collar,married,secondary,yes,98,no,yes,unknown,23,may,174,1,-1,0,unknown
41,housemaid,married,secondary,no,876,no,no,unknown,19,jun,78,1,-1,0,unknown
58,blue-collar,married,primary,no,5279,yes,no,unknown,17,jun,93,6,-1,0,unknown
30,technician,single,secondary,no,800,no,no,telephone,28,jan,60,2,-1,0,unknown
32,technician,single,tertiary,no,47,yes,no,cellular,3,feb,693,7,204,3,failure
33,services,married,secondary,no,70,yes,no,cellular,21,jul,333,3,-1,0,unknown
53,technician,single,secondary,no,925,no,no,cellular,25,aug,930,3,-1,0,unknown
30,admin.,married,tertiary,no,631,no,no,cellular,13,aug,293,3,-1,0,unknown
