age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
25,blue-collar,single,secondary,no,913,yes,no,cellular,7,jul,113,4,-1,0,unknown
25,admin.,single,secondary,no,53,yes,no,cellular,12,may,213,6,-1,0,unknown
40,self-employed,married,secondary,no,1216,yes,no,cellular,18,nov,52,1,-1,0,unknown
57,admin.,married,unknown,no,17,no,no,cellular,17,jul,54,4,-1,0,unknown
41,technician,married,secondary,no,1066,no,no,cellular,11,feb,109,3,-1,0,unknown
30,services,married,secondary,no,4867,yes,yes,telephone,20,apr,8,6,306,3,other
38,technician,single,secondary,no,372,no,no,unknown,23,may,59,3,-1,0,unknown
42,self-employed,divorced,tertiary,no,216,yes,no,cellular,8,may,144,3,-1,0,unknown
29,blue-collar,married,primary,no,1101,yes,yes,unknown,28,may,165,1,-1,0,unknown
34,management,divorced,tertiary,no,13204,yes,yes,cellular,20,nov,197,2,-1,0,unknown
32,admin.,married,secondary,no,41,yes,yes,unknown,26,may,117,2,-1,0,unknown
37,admin.,single,secondary,no,4803,no,no,cellular,15,jan,396,2,-1,0,unknown
56,blue-collar,married,secondary,no,121,no,no,cellular,5,feb,151,1,-1,0,unknown
37,blue-collar,married,unknown,no,-1050,yes,no,unknown,2,jun,548,2,-1,0,unknown
32,blue-collar,married,secondary,no,491,yes,no,cellular,18,nov,131,3,194,2,failure
51,blue-collar,divorced,unknown,no,0,no,yes,unknown,3,jul,167,11,-1,0,unknown
48,blue-collar,married,secondary,no,154,yes,no,unknown,27,may,70,3,-1,0,unknown
32,technician,single,secondary,no,0,no,no,cellular,20,aug,92,4,-1,0,unknown
54,management,married,secondary,no,1394,yes,no,unknown,15,may,438,5,-1,0,unknown
30,blue-collar,single,secondary,no,-177,yes,no,cellular,14,may,87,1,345,2,other
74,retired,married,tertiary,no,1742,no,no,cellular,28,oct,1092,1,-1,0,unknown
60,blue-collar,married,primary,no,631,no,no,cellular,12,aug,429,2,-1,0,unknown
25,services,single,secondary,no,199,no,no,cellular,15,feb,101,2,-1,0,unknown
37,self-employed,married,tertiary,no,0,no,no,unknown,6,jun,143,1,-1,0,unknown
55,admin.,married,secondary,no,865,yes,no,cellular,27,oct,96,1,111,3,failure
57,management,married,tertiary,no,1318,no,no,cellular,16,oct,115,1,185,2,failure
37,admin.,single,secondary,no,1003,no,no,cellular,9,jul,259,3,-1,0,unknown
57,unemployed,married,secondary,no,1350,no,no,cellular,25,jun,131,1,388,1,failure
41,entrepreneur,married,primary,no,0,no,no,unknown,16,jun,630,2,-1,0,unknown
32,blue-collar,married,secondary,no,298,yes,no,unknown,29,may,142,7,-1,0,unknown
27,unknown,single,secondary,no,1187,no,no,telephone,26,feb,232,1,101,1,failure
46,blue-collar,married,primary,no,977,no,yes,telephone,2,feb,436,3,-1,0,unknown
45,services,married,secondary,no,1550,yes,no,cellular,18,nov,143,2,166,6,failure
36,admin.,married,tertiary,no,157,yes,no,cellular,17,apr,277,2,-1,0,unknown
32,blue-collar,married,secondary,no,1,yes,no,unknown,8,may,102,1,-1,0,unknown
33,services,married,secondary,no,931,yes,no,unknown,29,may,263,3,-1,0,unknown
53,technician,married,secondary,no,4807,no,no,telephone,19,feb,255,3,-1,0,unknown
33,admin.,divorced,secondary,no,-331,yes,yes,cellular,11,may,186,2,350,3,failure
42,unemployed,divorced,secondary,no,1713,yes,no,unknown,30,may,855,2,-1,0,unknown
41,blue-collar,married,secondary,no,2823,yes,no,unknown,14,may,858,1,-1,0,unknown
46,blue-collar,divorced,secondary,no,138,no,no,cellular,19,nov,277,1,-1,0,unknown
37,management,married,tertiary,no,3794,no,no,cellular,18,aug,147,1,379,1,failure
31,blue-collar,married,primary,yes,0,yes,no,unknown,27,may,159,2,-1,0,unknown
61,technician,married,tertiary,no,1263,no,no,telephone,18,feb,176,4,-1,0,unknown
32,management,married,tertiary,no,8,yes,no,cellular,26,may,175,2,-1,0,unknown
42,entrepreneur,married,tertiary,no,257,no,yes,cellular,18,nov,340,2,-1,0,unknown
34,blue-collar,single,secondary,no,869,no,no,cellular,31,aug,89,1,-1,0,unknown
30,student,single,secondary,no,48,no,no,cellular,25,feb,217,1,191,2,success
24,student,single,secondary,no,125,no,no,cellular,9,nov,263,1,90,1,failure
63,retired,married,secondary,no,0,no,no,telephone,7,oct,73,2,-1,0,unknown
39,blue-collar,married,secondary,no,971,yes,yes,unknown,1,jul,471,3,-1,0,unknown
40,management,married,tertiary,yes,-1036,yes,yes,unknown,23,jun,41,2,-1,0,unknown
38,self-employed,divorced,tertiary,no,1513,no,no,cellular,7,may,330,1,342,1,failure
55,self-employed,married,tertiary,no,1810,yes,no,cellular,13,may,296,1,-1,0,unknown
31,services,married,secondary,no,395,no,no,telephone,19,nov,196,3,117,3,failure
52,blue-collar,married,unknown,no,51,no,no,cellular,14,aug,935,2,-1,0,unknown
33,management,married,tertiary,no,4054,yes,no,cellular,10,jul,633,1,-1,0,unknown
34,management,single,tertiary,no,0,yes,no,unknown,2,jun,83,1,-1,0,unknown
32,technician,single,tertiary,no,1150,no,no,cellular,8,aug,31,2,-1,0,unknown
29,self-employed,single,tertiary,no,3290,no,no,cellular,12,may,430,1,50,3,success
39,technician,single,tertiary,no,4660,no,no,unknown,30,may,53,2,-1,0,unknown
38,technician,divorced,secondary,no,531,no,no,cellular,29,jan,214,3,226,7,failure
58,management,married,tertiary,no,2764,no,no,cellular,1,jun,459,1,196,1,failure
33,admin.,married,secondary,no,95,yes,no,cellular,30,apr,335,1,-1,0,unknown
50,self-employed,married,secondary,no,111,no,no,cellular,11,aug,277,3,-1,0,unknown
49,blue-collar,married,primary,no,365,no,no,unknown,26,may,59,2,-1,0,unknown
45,management,divorced,tertiary,no,2813,yes,no,cellular,13,may,43,1,-1,0,unknown
54,unemployed,divorced,secondary,no,925,no,no,cellular,5,feb,2,1,-1,0,unknown
34,management,married,tertiary,no,1433,no,no,cellular,20,nov,111,3,104,3,failure
41,blue-collar,married,primary,no,2585,no,no,telephone,20,nov,159,2,-1,0,unknown
33,blue-collar,married,primary,no,463,yes,no,unknown,23,may,230,1,-1,0,unknown
34,technician,divorced,secondary,no,49,no,no,cellular,8,may,142,1,-1,0,unknown
54,blue-collar,married,secondary,no,898,no,no,telephone,30,jul,641,2,-1,0,unknown
44,management,married,tertiary,no,4968,yes,no,cellular,30,jul,76,14,-1,0,unknown
37,blue-collar,married,secondary,no,7,yes,yes,cellular,7,may,336,1,-1,0,unknown
38,management,divorced,tertiary,no,4335,yes,no,cellular,20,nov,640,1,-1,0,unknown
48,blue-collar,married,secondary,no,1230,yes,yes,unknown,7,may,152,3,-1,0,unknown
58,housemaid,married,secondary,no,519,no,no,cellular,18,aug,251,4,-1,0,unknown
27,technician,single,tertiary,no,1075,no,no,cellular,2,sep,529,2,184,1,success
31,management,married,tertiary,no,301,yes,no,cellular,18,may,34,6,-1,0,unknown
33,admin.,single,secondary,no,3160,no,no,unknown,18,jun,719,13,-1,0,unknown
51,admin.,divorced,secondary,no,467,yes,no,unknown,19,may,83,1,-1,0,unknown
43,technician,single,unknown,no,572,no,no,cellular,17,nov,80,2,-1,0,unknown
36,services,married,secondary,no,3988,yes,yes,cellular,14,may,141,1,-1,0,unknown
51,technician,married,secondary,no,500,yes,no,cellular,20,nov,26,6,-1,0,unknown
34,services,single,secondary,no,528,yes,no,cellular,2,sep,121,3,100,5,other
81,retired,married,primary,no,5220,no,no,telephone,13,nov,135,1,94,2,other
31,management,single,tertiary,no,2085,yes,no,cellular,20,aug,147,4,-1,0,unknown
58,unemployed,married,secondary,no,18,no,no,cellular,31,jul,70,1,-1,0,unknown
32,technician,married,tertiary,no,2976,yes,no,cellular,5,feb,783,1,175,5,failure
44,management,single,tertiary,no,825,yes,no,unknown,11,jun,427,2,-1,0,unknown
44,blue-collar,married,secondary,no,3060,yes,no,cellular,20,nov,113,1,189,2,failure
37,management,single,tertiary,yes,-25,no,no,unknown,17,jun,136,2,-1,0,unknown
48,management,single,tertiary,no,414,no,no,cellular,21,jul,761,2,-1,0,unknown
47,technician,single,secondary,no,736,no,no,cellular,29,jul,212,2,-1,0,unknown
38,technician,married,secondary,no,79,yes,no,cellular,20,aug,209,2,-1,0,unknown
52,entrepreneur,single,unknown,no,0,no,no,unknown,20,jun,9,2,-1,0,unknown
44,admin.,married,secondary,no,598,no,no,cellular,31,jul,88,5,-1,0,unknown
37,blue-collar,married,primary,no,-738,yes,no,cellular,5,may,303,1,-1,0,unknown
29,technician,single,secondary,no,286,no,no,telephone,2,feb,70,2,-1,0,unknown
39,services,married,secondary,no,636,yes,no,telephone,12,may,15,1,-1,0,unknown
31,blue-collar,married,secondary,no,604,yes,no,cellular,17,apr,99,2,150,2,failure
47,blue-collar,married,secondary,no,812,yes,no,unknown,29,may,68,1,-1,0,unknown
38,technician,single,secondary,no,4366,yes,no,cellular,29,jul,188,2,-1,0,unknown
31,management,divorced,tertiary,no,254,no,no,cellular,18,aug,1576,8,-1,0,unknown
37,blue-collar,single,secondary,no,2235,yes,no,cellular,20,apr,419,2,151,2,failure
31,technician,married,secondary,no,183,no,no,cellular,16,apr,495,1,-1,0,unknown
42,admin.,single,secondary,no,1451,yes,no,cellular,4,may,251,4,-1,0,unknown
37,admin.,single,secondary,no,781,no,no,cellular,20,aug,75,1,-1,0,unknown
37,admin.,single,secondary,no,262,no,no,cellular,7,aug,305,1,179,5,other
28,services,married,secondary,no,0,yes,no,cellular,5,may,335,2,281,8,failure
35,admin.,married,secondary,no,404,yes,no,unknown,29,may,539,1,-1,0,unknown
35,blue-collar,married,primary,no,456,yes,no,unknown,2,jun,71,1,-1,0,unknown
50,management,single,tertiary,no,709,yes,no,cellular,8,may,207,1,-1,0,unknown
42,housemaid,divorced,secondary,no,3253,no,no,unknown,20,jun,18,7,-1,0,unknown
53,housemaid,married,primary,no,2581,no,no,cellular,21,oct,828,1,189,1,failure
25,management,single,tertiary,no,2506,no,no,cellular,17,feb,485,1,-1,0,unknown
45,management,married,secondary,no,2897,no,no,cellular,15,oct,531,4,105,7,failure
39,blue-collar,married,unknown,no,18,no,no,cellular,7,jul,75,3,-1,0,unknown
49,blue-collar,married,primary,no,201,yes,yes,cellular,18,jul,297,2,-1,0,unknown
45,management,single,tertiary,no,1395,no,no,cellular,5,aug,67,1,-1,0,unknown
31,management,married,tertiary,no,-513,no,yes,cellular,7,jul,124,1,-1,0,unknown
41,management,single,tertiary,no,869,no,no,cellular,29,jan,524,2,-1,0,unknown
37,admin.,single,secondary,no,728,no,no,cellular,3,feb,129,1,174,2,other
59,retired,married,secondary,no,1896,no,no,telephone,20,nov,134,9,-1,0,unknown
53,blue-collar,married,primary,no,1388,no,no,cellular,7,aug,139,4,-1,0,unknown
32,unemployed,single,secondary,no,747,yes,no,cellular,8,may,130,2,-1,0,unknown
27,technician,single,secondary,no,1996,yes,no,cellular,5,may,345,1,-1,0,unknown
62,retired,married,secondary,no,816,no,no,cellular,1,sep,28,2,-1,0,unknown
41,technician,married,secondary,no,1321,yes,no,cellular,15,jul,315,2,-1,0,unknown
42,services,married,secondary,no,693,yes,no,unknown,13,may,187,2,-1,0,unknown
49,services,married,secondary,no,2058,no,no,unknown,18,jun,82,3,-1,0,unknown
35,management,married,secondary,no,339,yes,no,unknown,23,may,317,1,-1,0,unknown
58,blue-collar,married,secondary,no,1507,yes,yes,cellular,19,nov,255,6,189,1,other
34,management,married,tertiary,no,156,yes,no,cellular,12,may,63,1,-1,0,unknown
32,blue-collar,married,primary,no,827,yes,no,unknown,23,may,230,2,-1,0,unknown
35,technician,married,secondary,no,4922,yes,no,cellular,17,nov,393,4,201,17,other
51,blue-collar,married,primary,no,653,yes,yes,unknown,6,may,208,1,-1,0,unknown
34,services,married,secondary,no,382,yes,yes,cellular,21,jul,149,7,-1,0,unknown
59,management,married,primary,no,2345,yes,no,cellular,15,may,399,1,-1,0,unknown
55,technician,single,secondary,no,1199,no,yes,telephone,4,may,159,10,-1,0,unknown
37,unemployed,divorced,secondary,no,74,yes,no,unknown,7,may,150,1,-1,0,unknown
39,blue-collar,married,primary,no,830,yes,no,unknown,8,may,246,2,-1,0,unknown
45,technician,married,tertiary,no,1818,yes,yes,cellular,25,jun,427,1,142,5,success
28,blue-collar,married,secondary,no,144,yes,yes,cellular,31,jul,7,22,-1,0,unknown
32,management,single,tertiary,no,7419,yes,no,unknown,18,jun,248,29,-1,0,unknown
37,management,married,tertiary,no,46,yes,no,cellular,15,apr,154,1,-1,0,unknown
59,housemaid,divorced,primary,no,2518,no,no,cellular,30,jul,675,3,-1,0,unknown
34,services,married,secondary,no,603,yes,yes,unknown,21,may,1409,3,-1,0,unknown
42,entrepreneur,married,primary,no,319,yes,no,telephone,8,may,17,9,-1,0,unknown
33,self-employed,married,primary,no,1862,yes,no,unknown,12,may,65,1,-1,0,unknown
32,blue-collar,single,secondary,no,217,yes,no,cellular,15,may,692,3,-1,0,unknown
41,unemployed,married,secondary,no,5608,no,no,cellular,9,feb,64,2,-1,0,unknown
29,admin.,single,secondary,no,0,yes,no,cellular,5,may,187,1,365,1,other
55,blue-collar,married,primary,no,828,yes,no,unknown,30,may,246,1,-1,0,unknown
58,retired,married,secondary,no,7560,no,no,cellular,12,aug,364,2,-1,0,unknown
48,blue-collar,married,secondary,no,709,yes,no,cellular,13,may,117,2,278,3,other
44,admin.,single,secondary,no,2524,no,no,unknown,19,jun,82,1,-1,0,unknown
29,services,single,secondary,no,-293,no,yes,cellular,10,jul,150,1,-1,0,unknown
57,retired,married,secondary,no,3738,yes,no,cellular,20,jul,178,2,92,8,failure
56,blue-collar,married,primary,no,1137,no,no,telephone,12,oct,99,3,102,1,success
40,services,married,secondary,no,56,yes,no,cellular,12,may,700,3,-1,0,unknown
29,technician,single,secondary,no,-166,yes,no,unknown,16,may,323,2,-1,0,unknown
32,management,married,tertiary,no,81,yes,no,cellular,17,nov,120,1,-1,0,unknown
25,student,single,secondary,no,679,no,no,cellular,25,oct,297,5,94,6,other
33,admin.,married,secondary,no,0,no,no,unknown,19,may,326,2,-1,0,unknown
35,technician,single,secondary,no,14,no,no,cellular,11,aug,113,2,-1,0,unknown
77,retired,married,primary,no,29340,no,no,cellular,15,mar,257,1,91,2,other
33,services,single,secondary,no,192,no,no,cellular,24,jul,255,1,-1,0,unknown
21,student,single,unknown,no,137,yes,no,unknown,12,may,198,3,-1,0,unknown
43,technician,married,tertiary,no,1796,no,no,cellular,28,jan,352,2,-1,0,unknown
25,management,single,tertiary,no,219,no,no,cellular,30,apr,458,1,-1,0,unknown
36,blue-collar,married,primary,no,398,yes,no,unknown,12,jun,278,1,-1,0,unknown
51,blue-collar,married,secondary,yes,0,no,yes,unknown,20,jun,179,3,-1,0,unknown
46,management,married,tertiary,no,1217,yes,no,unknown,15,may,236,1,-1,0,unknown
62,technician,married,unknown,no,4727,yes,no,telephone,28,jan,80,4,90,4,other
28,technician,single,tertiary,no,387,yes,no,cellular,20,apr,205,1,82,1,failure
53,admin.,married,secondary,no,8449,no,no,cellular,12,aug,123,2,-1,0,unknown
37,blue-collar,married,secondary,no,2848,yes,no,cellular,16,apr,280,2,147,3,failure
45,blue-collar,married,unknown,no,23,yes,no,cellular,12,may,134,4,-1,0,unknown
45,technician,married,secondary,no,-237,yes,yes,unknown,15,may,71,3,-1,0,unknown
25,blue-collar,single,primary,no,15,no,no,cellular,21,jul,24,3,-1,0,unknown
39,technician,single,secondary,no,4646,yes,no,cellular,18,nov,486,1,-1,0,unknown
57,management,married,tertiary,no,297,no,no,cellular,5,feb,633,1,-1,0,unknown
38,technician,married,secondary,no,10,no,no,cellular,2,feb,86,1,161,5,other
56,self-employed,married,unknown,no,0,no,no,cellular,19,aug,130,1,-1,0,unknown
32,admin.,single,secondary,no,-133,yes,no,cellular,14,may,119,1,352,2,failure
44,admin.,married,secondary,no,1305,no,no,cellular,30,jul,72,4,-1,0,unknown
49,admin.,married,secondary,no,272,yes,yes,cellular,17,nov,108,1,-1,0,unknown
23,technician,single,secondary,no,4659,yes,no,cellular,7,may,158,1,318,4,failure
50,management,married,tertiary,no,67,no,yes,unknown,20,jun,156,3,-1,0,unknown
28,blue-collar,married,secondary,no,1331,yes,yes,unknown,19,jun,267,2,-1,0,unknown
25,student,single,unknown,no,2503,no,no,cellular,26,feb,100,2,-1,0,unknown
56,blue-collar,single,secondary,no,663,no,yes,cellular,8,jul,819,3,-1,0,unknown
47,technician,married,primary,no,187,yes,no,unknown,9,may,165,1,-1,0,unknown
45,housemaid,divorced,primary,no,221,no,no,cellular,2,feb,93,1,235,1,failure
39,admin.,married,secondary,no,394,no,no,cellular,29,jul,551,2,-1,0,unknown
37,entrepreneur,married,secondary,no,1290,no,no,cellular,9,feb,87,2,-1,0,unknown
43,self-employed,married,primary,no,9304,no,no,cellular,8,aug,362,4,-1,0,unknown
34,admin.,married,secondary,no,1651,no,no,cellular,4,feb,246,1,-1,0,unknown
58,unemployed,married,tertiary,no,183,no,no,cellular,21,nov,167,5,-1,0,unknown
48,admin.,married,secondary,no,44,no,yes,cellular,25,aug,98,3,-1,0,unknown
46,management,married,tertiary,no,618,yes,no,unknown,13,may,54,3,-1,0,unknown
34,admin.,single,secondary,no,745,yes,yes,cellular,25,aug,76,1,-1,0,unknown
49,blue-collar,married,secondary,no,24,no,yes,cellular,27,aug,168,3,-1,0,unknown
29,management,single,tertiary,no,1026,no,no,cellular,12,feb,138,2,92,2,success
30,management,married,tertiary,no,1476,yes,yes,unknown,3,jun,199,4,-1,0,unknown
56,retired,divorced,primary,no,0,no,no,unknown,5,jun,27,1,-1,0,unknown
25,management,single,tertiary,no,667,no,no,cellular,29,oct,408,2,-1,0,unknown
36,blue-collar,married,primary,no,0,no,no,unknown,6,jun,149,1,-1,0,unknown
27,technician,single,secondary,no,285,no,no,cellular,22,jul,139,1,-1,0,unknown
63,self-employed,married,tertiary,no,-39,no,no,cellular,1,apr,387,2,-1,0,unknown
36,technician,married,secondary,no,331,no,no,cellular,22,aug,239,4,-1,0,unknown
27,services,single,tertiary,no,9965,yes,no,cellular,22,jul,662,1,-1,0,unknown
29,management,married,tertiary,no,30,no,no,cellular,30,apr,139,1,-1,0,unknown
35,blue-collar,married,primary,no,22,yes,no,cellular,15,may,1190,2,302,2,other
49,technician,married,primary,no,230,yes,no,unknown,8,may,96,1,-1,0,unknown
32,blue-collar,single,secondary,no,1067,yes,no,unknown,21,may,39,2,-1,0,unknown
30,services,married,primary,no,1015,yes,no,cellular,20,nov,24,1,113,8,failure
48,self-employed,married,secondary,no,-817,yes,no,cellular,11,jul,175,1,-1,0,unknown
28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,72,1,261,1,failure
35,self-employed,single,secondary,no,951,yes,no,cellular,19,nov,220,2,-1,0,unknown
53,management,divorced,tertiary,no,3370,no,no,cellular,21,oct,180,1,334,3,other
56,admin.,married,secondary,no,6005,yes,no,unknown,19,jun,44,6,-1,0,unknown
48,management,single,tertiary,no,5689,no,no,cellular,26,may,527,2,103,1,success
52,housemaid,married,primary,no,10943,no,no,cellular,16,sep,292,1,-1,0,unknown
47,blue-collar,married,unknown,no,1045,yes,no,unknown,13,may,411,2,-1,0,unknown
41,technician,married,secondary,no,188,no,yes,telephone,31,jul,15,25,-1,0,unknown
55,unemployed,married,secondary,no,1436,yes,no,cellular,4,feb,969,2,-1,0,unknown
33,blue-collar,married,secondary,no,-349,yes,no,unknown,6,may,191,1,-1,0,unknown
48,unemployed,married,secondary,no,0,no,no,telephone,31,jul,35,11,-1,0,unknown
50,management,married,tertiary,yes,72,no,no,cellular,22,aug,171,13,-1,0,unknown
28,admin.,single,secondary,no,127,no,no,cellular,16,sep,1334,2,-1,0,unknown
34,blue-collar,married,secondary,no,129,yes,no,unknown,8,may,71,2,-1,0,unknown
50,self-employed,divorced,tertiary,no,1390,no,no,cellular,21,nov,55,2,-1,0,unknown
30,management,married,tertiary,no,3,yes,no,cellular,22,jul,67,9,-1,0,unknown
49,blue-collar,married,secondary,no,366,yes,yes,unknown,30,may,191,3,-1,0,unknown
59,retired,married,primary,no,1115,no,no,unknown,19,jun,834,1,-1,0,unknown
44,technician,married,secondary,no,78,yes,no,cellular,7,may,122,1,357,1,failure
58,management,married,tertiary,no,3342,no,no,cellular,5,feb,344,5,-1,0,unknown
42,management,married,tertiary,no,251,no,no,cellular,20,aug,413,2,-1,0,unknown
55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,22,jul,156,3,-1,0,unknown
40,blue-collar,married,secondary,no,217,yes,no,unknown,6,may,195,1,-1,0,unknown
55,blue-collar,married,secondary,no,630,no,no,cellular,26,aug,146,2,-1,0,unknown
33,blue-collar,married,primary,no,0,yes,no,cellular,20,nov,173,1,-1,0,unknown
40,technician,single,secondary,no,591,no,yes,cellular,14,aug,87,6,-1,0,unknown
54,services,married,unknown,no,7864,yes,no,unknown,15,may,145,4,-1,0,unknown
45,management,married,tertiary,no,126,yes,no,cellular,20,apr,92,1,342,1,failure
56,retired,married,secondary,yes,-1122,yes,yes,cellular,21,nov,220,1,-1,0,unknown
30,management,married,tertiary,no,1384,yes,no,telephone,14,aug,60,2,-1,0,unknown
31,blue-collar,single,unknown,no,813,yes,no,unknown,20,jun,16,18,-1,0,unknown
36,self-employed,married,tertiary,no,12132,no,no,telephone,21,nov,146,1,-1,0,unknown
43,management,single,secondary,no,2968,no,no,unknown,20,jun,30,4,-1,0,unknown
54,blue-collar,married,secondary,no,-69,yes,no,unknown,26,may,135,2,-1,0,unknown
44,services,married,secondary,no,483,yes,no,telephone,25,jul,87,1,-1,0,unknown
29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success
39,self-employed,single,unknown,no,0,no,no,unknown,20,jun,13,11,-1,0,unknown
36,blue-collar,married,secondary,no,1055,yes,no,cellular,4,feb,62,1,-1,0,unknown
59,retired,married,primary,no,249,no,no,cellular,13,aug,432,5,-1,0,unknown
33,services,married,secondary,no,244,yes,no,cellular,18,nov,231,2,-1,0,unknown
46,admin.,married,secondary,no,466,yes,no,cellular,29,jan,169,1,-1,0,unknown
32,management,single,tertiary,no,0,no,no,cellular,29,aug,63,2,-1,0,unknown
34,admin.,married,secondary,no,1049,yes,no,unknown,23,may,25,14,-1,0,unknown
42,blue-collar,married,primary,no,0,no,no,unknown,20,jun,19,2,-1,0,unknown
37,unemployed,married,secondary,no,1038,no,no,unknown,20,jun,307,3,-1,0,unknown
43,entrepreneur,single,primary,no,103,yes,no,cellular,18,nov,53,1,183,5,failure
45,blue-collar,married,primary,no,0,yes,no,cellular,24,jul,137,1,-1,0,unknown
47,technician,married,tertiary,no,0,yes,yes,cellular,30,jul,89,2,-1,0,unknown
42,blue-collar,married,primary,no,142,yes,no,cellular,14,may,11,5,-1,0,unknown
35,housemaid,single,tertiary,no,608,yes,yes,unknown,2,jun,227,1,-1,0,unknown
56,management,married,tertiary,no,412,no,no,telephone,20,nov,179,6,-1,0,unknown
51,blue-collar,married,primary,yes,-283,yes,no,unknown,12,may,38,4,-1,0,unknown
35,blue-collar,single,secondary,no,297,yes,no,cellular,29,jan,251,3,265,4,failure
33,management,single,tertiary,no,1410,yes,no,cellular,5,feb,8,1,254,5,failure
51,housemaid,married,tertiary,no,6700,yes,yes,cellular,20,apr,64,4,-1,0,unknown
51,entrepreneur,married,secondary,no,0,yes,no,cellular,7,may,158,1,300,2,failure
57,management,divorced,tertiary,no,1016,yes,no,cellular,29,jan,462,2,234,5,failure
37,management,married,tertiary,no,1276,no,no,cellular,14,aug,156,2,-1,0,unknown
31,management,single,tertiary,no,307,no,no,cellular,21,nov,86,2,-1,0,unknown
26,admin.,single,secondary,no,581,yes,yes,unknown,4,jun,444,3,-1,0,unknown
35,management,single,secondary,no,0,no,no,cellular,21,aug,163,1,-1,0,unknown
57,management,married,tertiary,no,101,no,yes,cellular,23,jul,99,2,-1,0,unknown
29,blue-collar,married,primary,no,200,yes,no,unknown,30,may,322,2,-1,0,unknown
45,blue-collar,married,primary,no,626,yes,no,unknown,14,may,68,1,-1,0,unknown
33,technician,married,secondary,no,83,no,no,cellular,7,aug,165,2,-1,0,unknown
40,blue-collar,married,secondary,no,4795,yes,no,cellular,17,apr,57,1,-1,0,unknown
27,admin.,married,secondary,no,-435,no,no,unknown,3,jul,935,2,-1,0,unknown
25,student,single,unknown,no,480,no,no,cellular,8,sep,140,1,-1,0,unknown
38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181,5,failure
27,technician,single,secondary,no,8,yes,no,unknown,20,may,777,3,-1,0,unknown
61,retired,married,secondary,no,399,no,no,cellular,26,aug,81,1,-1,0,unknown
30,blue-collar,single,secondary,no,16,yes,no,unknown,19,may,127,5,-1,0,unknown
29,services,single,secondary,no,102,no,no,cellular,12,jul,154,1,182,5,failure
50,retired,married,primary,no,1098,no,no,unknown,17,jun,168,1,-1,0,unknown
26,blue-collar,single,secondary,no,6,no,yes,telephone,7,jul,360,3,-1,0,unknown
48,management,divorced,tertiary,no,-547,no,no,cellular,21,nov,275,2,-1,0,unknown
42,admin.,single,secondary,no,-149,yes,yes,cellular,8,may,33,1,-1,0,unknown
59,entrepreneur,divorced,tertiary,no,-869,no,yes,cellular,9,jul,113,1,-1,0,unknown
52,blue-collar,married,primary,no,1271,no,no,cellular,18,aug,131,3,-1,0,unknown
30,services,single,secondary,no,-158,yes,no,cellular,12,may,426,1,370,2,failure
37,management,married,tertiary,no,566,no,no,cellular,25,aug,463,4,-1,0,unknown
38,blue-collar,single,unknown,no,573,yes,no,unknown,12,may,334,7,-1,0,unknown
51,management,married,tertiary,no,994,no,no,cellular,28,may,414,3,-1,0,unknown
49,management,married,tertiary,no,271,yes,no,cellular,5,feb,18,6,-1,0,unknown
43,entrepreneur,married,tertiary,no,903,yes,no,cellular,7,apr,197,1,-1,0,unknown
41,services,married,secondary,no,2399,yes,no,unknown,29,may,607,2,-1,0,unknown
42,entrepreneur,married,secondary,no,707,no,no,cellular,1,jun,233,1,348,1,success
30,admin.,married,secondary,no,1794,no,no,cellular,20,nov,1035,1,-1,0,unknown
44,technician,married,secondary,no,267,no,yes,cellular,12,aug,508,3,-1,0,unknown
33,services,single,secondary,no,0,yes,no,unknown,20,may,134,3,-1,0,unknown
53,unemployed,married,secondary,no,94,no,no,cellular,10,aug,493,1,181,14,success
27,technician,single,secondary,no,292,yes,no,telephone,18,may,45,4,-1,0,unknown
51,admin.,married,secondary,no,884,no,no,unknown,19,jun,50,1,-1,0,unknown
25,services,single,secondary,no,94,no,no,unknown,25,feb,32,1,-1,0,unknown
48,management,married,tertiary,no,734,yes,no,unknown,17,jun,1208,3,-1,0,unknown
31,technician,single,secondary,no,845,yes,no,cellular,22,oct,168,2,-1,0,unknown
32,management,married,tertiary,no,905,no,no,cellular,12,feb,666,4,-1,0,unknown
57,housemaid,married,secondary,no,5631,no,no,telephone,25,aug,68,1,90,5,other
36,services,single,secondary,no,342,yes,no,unknown,7,may,142,1,-1,0,unknown
49,management,married,tertiary,no,6493,yes,no,telephone,17,nov,180,1,-1,0,unknown
33,blue-collar,married,secondary,no,640,yes,no,cellular,3,feb,439,3,-1,0,unknown
47,admin.,married,secondary,no,533,no,yes,unknown,9,jun,128,1,-1,0,unknown
59,retired,married,primary,no,174,yes,yes,unknown,26,may,145,1,-1,0,unknown
52,admin.,married,secondary,no,82,yes,yes,telephone,15,jul,1142,4,-1,0,unknown
55,services,married,secondary,no,2120,no,no,cellular,11,aug,236,3,-1,0,unknown
46,services,married,secondary,no,1400,no,no,unknown,23,jun,25,2,-1,0,unknown
24,technician,single,secondary,no,681,yes,no,unknown,4,jun,180,2,-1,0,unknown
21,student,single,secondary,no,557,no,no,cellular,31,aug,197,2,-1,0,unknown
